,fandom,other_fandom,name,circle_code,event,circle_facebook,circle_instagram,circle_twitter,circle_other_socials,sampleworks_images,substring
624,OMNISCIENT READER'S VIEWPOINT,"GENSHIN IMPACT, HONKAI STAR RAIL, PLAVE, JUJUTSU KAISEN, DETECTIVE CONAN, SPY X FAMILY, SLAM DUNK, CARDCAPTOR SAKURA, DEBUT OR DIE, HWASAN, ONMYOJI, HYPNOSIS MIC, ORIGINAL",ROMUSA,G-34ab,CF18,,https://instagram.com/owpaca,https://twitter.com/owpaca,,,RE
627,"PLAVE, OMNISCIENT READER'S VIEWPOINT, LOVE AND DEEPSPACE, BLUE LOCK, HAZBIN HOTEL, MORTAL KOMBAT",-,Susu Zayne Nasional,G-36b,CF18,,https://www.instagram.com/susu.zayne,,,,RE
638,TAROT READING,-,Enigma Tarot,G-46ab,CF18,,https://www.instagram.com/enigmatarot1/,,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/889b95f4-44f6-4c40-baac-8ac2fdd001d9/6992db87-845b-4053-9fca-7b15b8240094/G-46ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/889b95f4-44f6-4c40-baac-8ac2fdd001d9/fc973768-fe0e-44ae-b6ea-e9ab045da774/G-46ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/889b95f4-44f6-4c40-baac-8ac2fdd001d9/21acd9d0-c7b1-48cb-b73e-afb22b4dcb1c/G-46ab.jpg']",RE
962,RESIDENT EVIL,"DELICIOUS IN DUNGEON, RESIDENT EVIL, KERORO GUNSO, OMNYOJI, TOUKEN RANBU",D*Sign Underground,K-48a,CF18,https://www.facebook.com/gaming/dsignunderground,https://www.instagram.com/dsign_underground/,,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/e13ff681-911c-4204-a16f-e64c3bb8a2cf/cbb73556-9d58-49aa-a361-5e422681ce30/K-48a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/e13ff681-911c-4204-a16f-e64c3bb8a2cf/d930187a-22eb-42ef-8ca0-5b49b52ff9cd/K-48a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/e13ff681-911c-4204-a16f-e64c3bb8a2cf/95667156-e07a-44e3-8c6b-fbdebb1b06c7/K-48a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/e13ff681-911c-4204-a16f-e64c3bb8a2cf/f466d2c5-b7ef-4bfd-8686-9e4cae5573f2/K-48a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/e13ff681-911c-4204-a16f-e64c3bb8a2cf/7132489a-4269-4ec7-8e87-73c4f55217ec/K-48a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/e13ff681-911c-4204-a16f-e64c3bb8a2cf/9199e447-75a5-4ca6-9ff0-bd3aaee28bff/K-48a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/e13ff681-911c-4204-a16f-e64c3bb8a2cf/d1445d55-f1e9-4914-9afb-0fde82928b4c/K-48a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/e13ff681-911c-4204-a16f-e64c3bb8a2cf/f39bbd6a-7bf5-4a31-9a15-608b7528b2c8/K-48a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/e13ff681-911c-4204-a16f-e64c3bb8a2cf/15194dde-1c75-49ab-991b-d5514888143e/K-48a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/e13ff681-911c-4204-a16f-e64c3bb8a2cf/55fcaf5e-b64f-4d29-8f35-183de9d0f945/K-48a.jpg']",RE
3,HOLOLIVE,"BLUE ARCHIVE, UMA MUSUME, GENSHIN IMPACT, HONKAI STAR RAIL, FRIEREN",FPSMOE,AA-05,CF17,,https://instagram.com/fpsmoe,https://twitter.com/fpsmoe,,,RE
16,HONKAI STAR RAIL,"CHAINSAWMAN, AOT, ONE PIECE, MHA, JJK, SPYXFAM, TOKYO REVENGERS",VINRYLGRAVE,AA-22/AA-23,CF17,https://www.facebook.com/artvinrylgrave/,https://www.instagram.com/vinrylgrave/,https://twitter.com/vinrylgrave,,,RE
45,VTUBER INDIE,VTUBER RELATED CONTENT,Nazellia Ryoku VTuber,AB-29,CF17,,https://www.instagram.com/nazel_ryo/,https://twitter.com/nazel_ryo,,,RE
82,FATE,NOT ALL BUT HOLOLIVE & GACHA GAME RELATED MOSTLY,FumaFu,AC-27,CF17,,,https://twitter.com/fumaimpact?lang=en,,,RE
85,"ORIGINAL CUTE ANIMAL & FOOD, CHARACTER","FIRE EMBLEM, FINAL FANTASY, GENSHIN IMPACT, HONKAI STAR RAIL, LUXIEM",ENMOIRE & KANADEKANA,AC-30/AC-31,CF17,https://www.facebook.com/kanadekana8/,https://instagram.com/kanadekana,https://twitter.com/enmoire,https://enmoirecf17.carrd.co,,RE
89,AKIRA,"STREET FIGHTER, AKIRA, ORIGINAL",Dhana x Rikou x Danar,AC-35,CF17,,https://www.instagram.com/riszaperdhana/,,,,RE
92,ANIME GAMES RPG,"CYGAMES, UMA MUSUME, GRAND BLUE FANTASY, SHADOWVERSE, IDOLMASTER CINDERELLA GIRLS, PRINCESS CONNECT",SVID x Takebu Omise B,AC-38,CF17,https://www.facebook.com/shadowverse.id,,,,,RE
97,"BOCCHI THE ROCK, SPY X FAMILY","MYDRESSUP,CLASSROOM,HM,AOBUTA,ELAINA,CHIZURU,86, VIOLET EVERGARDEN",Saboten x Possessivenight,AC-43,CF17,,https://www.instagram.com/possessivenight/,https://twitter.com/possessivenight,https://www.pixiv.net/en/users/89210290,,RE
99,FINAL FANTASY,"FINAL FANTASY, GENSHIN IMPACT, BALDUR'S GATE 3, HONKAI STAR RAIL, NIER AUTOMATA, FIRE EMBLEM, CASTLEVANIA, HXH, GHIBLI, AVATAR, BANANA FISH, MONSTER HUNTER,DEVIL MAY CRY, DEMON SLAYER, CHAINSAW MAN",LEOREN,AC-46,CF17,https://facebook.com/leorenart,https://www.instagram.com/leorenart/,https://twitter.com/leorenart,https://leorenart.carrd.co/,,RE
113,GENSHIN IMPACT,"HONKAI STAR RAIL, NIJISANJI, HAIKYUU, ENSTARS, BOCCHI THE ROCK, JOJO, VALORANT, POKEMON, OCS, VOCALOID, HOLOLIVE, BLUELOCK, PATH TO NOWHERE",Bone Oct-Petite,AD-12,CF17,,https://www.instagram.com/bonelesscircle/,https://twitter.com/BonelessCircle,,,RE
122,GENSHIN IMPACT,"KIMETSU NO YAIBA, REVERSE 1999, ONE PIECE",Side Shop.id,AD-23,CF17,,https://www.instagram.com/side_shop.id/,,,,RE
127,HONKAI STAR RAIL,"GENSHIN IMPACT, ARKNIGHTS, GUNDAM (WITCH OF MERCURY/IRON BLOOD ORPHAN), RECORD OF RAGNAROK, GRANBLUE FANTASY",Babu Kochenk,AD-32,CF17,,https://www.instagram.com/as_kooz/?hl=en,https://twitter.com/resilverflare,,,RE
130,POKEMON,"BUNGOU STRAY DOGS, CODE: REALIZE, COLLAR×MALICE, FULLMETAL ALCHEMIST, FRUITS BASKET, GENSHIN IMPACT, GHIBLI, HYPNOSIS MIC, KINGDOM HEARTS, NATSUME YUUJINCHOU,  NIER: AUTOMATA, NIER REPLICANT, ORIGINAL, POKEMON, ZELDA BREATH OF THE WILD",Neko Fingerprint,AD-35,CF17,https://www.facebook.com/nekofingerprint,https://instagram.com/kirara_cecilvenes,https://twitter.com/LilianaKirara,,,RE
167,JUJUTSU KAISEN,"GENSHIN IMPACT, STAR RAIL, AOT, SXF, BNHA ,CSM, TOKREV, ONE PIECE, ONK",Chibikurin.id,AE-33/AE-34,CF17,,https://www.instagram.com/chibikurin.id/,https://twitter.com/chibikurin_id,,,RE
184,HONKAI STAR RAIL,"HONKAI STAR RAI,LGENSHIN,RIVER CITY GIRLSREVERSE 1999,,YOUR TURN TO DIE,PRETTY CURE,ORIGINAL",✧MINASTELLE✧,AF-06,CF17,,https://instagram.com/mitsumi_aoii?igshid=NTc4MTIwNjQ2YQ==,https://x.com/mitsumiaoi?s=21,,,RE
186,HONKAI STAR RAIL,"ORIGINAL, HOLOLIVE, TWISTED WONDERLAND, PATH TO NOWHERE, POKEMON, GENSHIN IMPACT, TEARS OF THEMIS, OMORI",Ryuusart,AF-08,CF17,,https://www.instagram.com/Lime.artz/,https://twitter.com/ryuusart,https://ryuusart.com/catalogue,,RE
193,HONKAI STAR RAIL,"ARKNIGHTS, NIJISANJI, AZUR LANE, HOLOLIVE, DEVIL MAY CRY, TOUHOU PROJECT, FIRE EMBLEM, FATE GRAND ORDER, GUNDAM, ORIGINAL, COMMISSION",Vayreceane & XanaduAvici,AF-16,CF17,,https://instagram.com/vayreceane,https://twitter.com/vayrealist,,,RE
196,HONKAI STAR RAIL,"FIRE EMBLEM, PERSONA, GENSHIN IMPACT, LINK CLICK, TALES OF SERIES, TRIGUN STAMPEDE , HARVEST MOON",Buns and Milk Servings,AF-23,CF17,,https://www.instagram.com/yellowdolce/,https://twitter.com/HuangLinNa2,,,RE
218,ORIGINAL,"GENSHIN, HSR, TRIGUN, TADC, CREEPYPASTA",Aegries,A-19ab (SAT),CF17,https://facebook.com/CattleyaAlmaKee/,https://instagram.com/Masokids_/,,,,RE
219,ORIGINAL,"PROJECT MOON, LOBOTOMY CORPORATION, LIMBUS COMPANY, ARKNIGHTS, KDRAMA, IDENTITY V, GENSHIN IMPACT, FIVE NIGHTS AT FREDDY'S, FNAF, HETALIA, UNDERTALE",InstaScree,A-19ab (SUN),CF17,https://www.facebook.com/instascreeID,,https://twitter.com/tkt__1925,,,RE
221,YURI,"LOVE LIVE! HASUNOSORA, UMA MUSUME ROAD TO THE TOP, REVUE STARLIGHT, GUNDAM: WITCH FROM MERCURY, WATANARE, BANG DREAM! IT'S MYGO!!!!!, YAGATE KIMI NI NARU,  HIKIKOMARI, LYCORIS RECOIL, FLOWERS, BOCCHI THE ROCK, ",Gerobak x Lilypop,A-21ab,CF17,https://www.facebook.com/Lilypopmagz,,https://twitter.com/rienz_zy,,,RE
223,GENSHIN IMPACT,"HONKAI, BLUE ARCHIVE, PLAVE, HSR HONKAI STAR RAIL, VTUBER, HOLOLIVE JP EN, SHIGURE UI, FRIEREN, FULL METAL ALCHEMIST FMA",Squash Alternative Works,A-23ab,CF17,https://www.facebook.com/SquashAlternativeWorks,,,,,RE
232,ORIGINAL,"ORIGINAL. GENSHIN IMPACT, FRIEREN, DUNGEON MESHI, VINLAND SAGA, SHERLOCK HOLMES, SPIRITED AWAY",Ruang Resah,B-05a,CF17,,https://www.instagram.com/kfrnkm/,https://twitter.com/kfrnkm,https://twitter.com/tiramkaram,,RE
234,ORIGINAL,"HONKAI STAR RAIL, GENSHIN IMPACT, KAMITSUBAKI, HATSUNE MIKU, BLUE ARCHIVE, POKEMON, OMNISCIENT READER PERSONA 5, YURI ON ICE, BBC SHERLOCK, FFXIV, SUPER SENTAI",/img/askeun,B-06a,CF17,https://www.facebook.com/digiralart/posts/pfbid02Np98iYSTxpyHxp2xaMp2dV2dSRSVCMCGxwBvo61j31GP68GKuaUmgkbzHy9zdY7El,,https://twitter.com/OmTivi/status/1735259764475740260,,,RE
254,ORIGINAL,"BLOODBORNE, OMFD, GOOD OMENS, GOLDEN KAMUY, GIRL FROM NOWHERE",Frogging Crochets X Naganagaan,B-19ab,CF17,,@nata_artsketch,,@frogging_crochets,,RE
261,ORIGINAL WORKS,"OMORI, OFF, PROJECT MOON, LITTLE NIGHTMARE, MADFATHER, IB, WITCH HOUSE, MOB PYSCHO 100",Zonohedron,B-26ab,CF17,https://www.facebook.com/profile.php?id=1866532639,https://instagram.com/zonohedron_,,,,RE
267,ORIGINAL,"HONKAI STAR RAIL, GENSHIN IMPACT, OMNISCIENT READER’S VIEWPOINT, TRIGUN STAMPEDE",Sunny Day Circle,B-32ab,CF17,Sunny Day Circle,@sunnydaycircle,,,,RE
276,ORIGINAL,"ONE PIECE, POKEMON, NARUTO, STREET FIGHTER, JUJITSU KAISEN, EVANGELION, ORIGINAL",Elohi,B-38ab (SUN),CF17,,https://www.instagram.com/chriztocha/,https://twitter.com/cordon_black,,,RE
291,ORIGINAL,"TEAM FORTRESS 2, BREAKING BAD, SPLATOON, OBEY ME!, RPG MAKER GAMES, ONE-PUNCH MAN, SANRIO, YAKUZA, TEARS OF THE KINGDOM, POPEE THE PERFORMER, SCOTT PILGRIM, GAMES, FUNAMUSEA, THE GRAY GARDEN, HOLOLIVE",Warnet Ujung Dunia,B-43ab (SAT),CF17,,https://www.instagram.com/rangedsniper/,https://twitter.com/rangedsniperr,,,RE
299,ORIGINAL,"GENSHIN IMPACT, HONKAI: STAR RAIL, NIJISANJI, REVERSE: 1999, FRIEREN, ARKNIGHTS, RESIDENT EVIL, HOLOLIVE, SLAM DUNK, NIER AUTOMATA, FINAL FANTASY XIV, JUJUTSU KAISEN, BLUE LOCK, ZB1, AESPA, RIIZE",Braincell Attack,B-47ab/B-48ab,CF17,,https://www.instagram.com/onesixbraincell/,https://twitter.com/onesixbraincell,,,RE
303,JUJUTSU KAISEN,"YAKUZA, HAIKYUU, GOLDEN KAMUY, CHAINSAW MAN, DUNGEON MESHI, TEAM FORTRESS 2, BLOODBORNE, DISCO ELYSIUM, WITCH HAT ATELIER",Dedemit Rangers,B-53ab,CF17,,https://instagram.com/jfscribs,https://twitter.com/talthtale,https://twitter.com/hiimnarii,,RE
317,JUJUTSU KAISEN,"GOLDEN KAMUY, TRIGUN, ORV, BSD, HAIKYUU, TOKYO REVENGERS, CHAINSAW MAN, JUJUTSU KAISEN, ONE PIECE, DIAMOND NO ACE, GENSHIN, HONKAI STAR RAIL",Sugar Aunties,C-04ab,CF17,,,https://twitter.com/tantegula,,,RE
321,SPY X FAMILY,"GENSHIN IMPACT, SEVENTEEN, NEW JEANS, PLAVE, OMNISCIENT READER'S VIEWPOINT, KPOP, CAT (ORIGINAL)",Truck-kun Company,C-06ab (SUN),CF17,,"https://www.instagram.com/fuuyurinn/, https://www.instagram.com/serafhinox/","https://twitter.com/Serafhinox, https://twitter.com/fuuyurinn",,,RE
323,JUJUTSU KAISEN,"SPY X FAMILY, CHAINSAW MAN, CAMPFIRE COOKING IN ANOTHER WORLD, ORIGINAL WORKS",Tambak Paus Botol,C-08ab,CF17,,https://www.instagram.com/lefthandmermaid/,https://twitter.com/spesdelune,,,RE
333,ORIGINAL,"GENSHIN, HONKAI STAR RAIL, GHIBLI, VTUBERS (MORE STUFFS TBA)",mmeiccaa x nekomori,C-19ab/C-20ab,CF17,,https://www.instagram.com/mmeiccaa/,https://twitter.com/mmeiccaa,,,RE
335,JUJUTSU KAISEN,"CHAINSAW MAN, TOKYO REVENGER, GENSHIN IMPACT, ARKNIGHTS, HONKAI STAR RAIL, VTUBER",Midnight Lantern,C-23ab,CF17,https://facebook.com/isysy29,https://instagram.com/isysy,https://twitter.com/i_sysy,"https://instagram.com/bysian53 , https://instagram.com/rie.sabilsd , https://instagram.com/oishiiart",,RE
339,CHAINSAW MAN,"KIMETSU NO YAIBA, JUJUTSU KAISEN, HIROAKA, HXH, FIRE FORCE, SHAMAN KING, ONE PUNCH MAN, CYBERPUNK EDGERUNNER, DR.STONE, SAILOR MOON, KAKEGURUI, FINAL FANTASY SERIES, PERSONA, LYCORIS RECOIL, GIRLS UND PANZER, COWBOY BEBOP, STUDIO GHIBLI, KAMEN RIDER, SUPER SENTAI",SWK,C-29ab,CF17,,https://www.instagram.com/lingkaran.swk/,,,,RE
355,JUJUTSU KAISEN,"ORIGINAL, PATH TO NOWHERE, JOJO, SPLATOON, MEGAMI TENSEI SERIES, LEGEND OF ZELDA",BERKASUS Circle,C-37b,CF17,,https://www.instagram.com/berkasuswow/,,,,RE
363,CHAINSAW MAN,"OVERWATCH, OSHI NO KO, RESIDENT EVIL, STREET FIGHTER, GENSHIN IMPACT, SANRIO, HAIKYUU, DEVIL MAY CRY, VALORANT",Project Isekai'd,C-46b,CF17,,https://www.instagram.com/projectisekaid/,,,,RE
367,JUJUTSU KAISEN,"ONE PIECE, CHAINSAW MAN, JOJO'S BIZARRE ADVENTURE, HAIKYUU!!",TKG,C-50ab,CF17,https://www.facebook.com/profile.php?id=183327531113,https://www.instagram.com/tkg_ji/,https://twitter.com/tkg_ji,https://x.com/tkg_merch?t=-UNwge83yUnmfzkuXbq69w&s=09,,RE
368,JUJUTSU KAISEN,"VALORANT, GENSHIN, HAIKYUU, VTUBERS, SPYXFAM, VANITAS, KOMI, KAITO KID, TOKYO REVENGERS",GWS,C-51ab,CF17,https://facebook.com/renesaa.id,https://instagram.com/renesaa_/,https://twitter.com/renesaa_,,,RE
369,JUJUTSU KAISEN,"CHAINSAW MAN, MOB PSYCHO 100, GENSHIN IMPACT, TRIGUN, TOKYO REVENGER, FF14, ONE PIECE, BLUELOCK, SLAMDUNK, ORV, HWASN (ROBB), ENSEMBLE STARS, SPIDERMAN ATSV, DC BATFAMILY, COD MW2, TEAM FORTRESS 2",KANDANG MONYET,C-52ab,CF17,,,,,,RE
374,JUJUTSU KAISEN,"GENSHIN IMPACT, HONKAI STAR RAIL, JUJUTSU KAISEN, TOKYO REVENGERS, ORIGINAL WEBTOON, HAIKYUU, KIMETSU NO YAIBA, FGO, VTUBER, BLUE LOCK, NARUTO, ENSEMBLE STARS, TWISTED WONDERLAND, HONEYWORKS, VOCALOID, UTAITE",Pla+yplus,C-56ab,CF17,,https://instagram.com/sagarayuukii,https://twitter.com/sagarayuukii,,,RE
381,TOUHOU,"VTUBER, ARKNIGHTS, KANTAI COLLECTION, GENSHIN IMPACT, HONKAI STAR RAIL, ORIGINAL, JUJUTSU KAISEN, FRIEREN, YU-GI-OH!, DARK GATHERING, HOLOLIVE",Reverie Visual Works,D-01ab,CF17,https://www.facebook.com/profile.php?id=100054519637937,,,,,RE
386,BLUE LOCK,"GENSHIN IMPACT, HYPNOSIS MIC, JUJUTSU KAISEN, CHAINSAW MAN, ONE PIECE, TOKYO REVENGERS, HOLOLIVE, POKEMON, GENJUTSU NO YOHANE, JKT 48V, KIMETSU NO YAIBA",9TS (NINETIS.ID),D-06a,CF17,,https://www.instagram.com/ninetis.id/,https://twitter.com/kylietora,,,RE
389,BLUE LOCK,"MY HERCO ACADEMIA, HAIKYUU, TOKYO REVENGERS, JUJUTSU KAISEN",Voustl,D-08a (SUN),CF17,,https://www.instagram.com/voustl.id/,,,,RE
395,VTUBER,"ORIGINAL, HOLOLIVE, CHAINSAW MAN, HONKAI STAR RAIL, THREE LIFETIMES, VTUBER",Umicasa x Zwart,D-12a (SUN),CF17,https://www.facebook.com/umicasa,,https://twitter.com/zwart_art,,,RE
398,BLUE LOCK,"JUJUTSU KAISEN, TOKYO REVENGERS, BLUE LOCK, ONE PIECE, VTUBER",dollyink.official,D-14ab,CF17,,dollyink.official,dollyink_oa,,,RE
399,BLUE LOCK,"JUJUTSU KAISEN , TOKYO REVENGERS",Hidup Mati,D-15ab (SAT),CF17,,,https://twitter.com/aho_kitsune,,,RE
405,BLUE LOCK,"GENSHIN IMPACT, ARKNIGHTS, RPG MAKER/IB, ORIGINAL, DIAMOND NO ACE, BLUE LOCK, TOUHOU PROJECT, MY S-CLASS HUNTERS, OMNISCIENT READER, HAIKYUU, JOJO'S BIZARRE ADVENTURE, HOLOTEMPUS",Lapak Halu,D-17ab,CF17,,https://www.instagram.com/lapakhalusinasi/,,https://www.instagram.com/k00soku/ https://www.instagram.com/allupaca/ https://www.instagram.com/chiielein/ https://www.instagram.com/sansanyasan/ https://www.instagram.com/anandaten/,,RE
411,EVANGELION,"VOCALOID, SAILOR MOON, NIJISANJI EN, AO ONI, HETALIA, PROMARE",Suntory Club,D-22a (SUN),CF17,,https://www.instagram.com/suntoryclub/,,,,RE
413,VINLAND SAGA,"FRIEREN, DUNGEON MESHI, ATELIER WITCH HAT, YU-GI-OH!, YUGIOH DUEL MONSTERS",Red Tavern,D-23ab,CF17,,,,,,RE
418,MOB PSYCHO 100,"GENSHIN IMPACT, CHAINSAW MAN, SPY X FAMILY, KINGDOM HEARTS, RPG GAMES, UTAITE, HOLOLIVE, MCYT, SOUTH PARK, ADVENTURE TIME, FIONNA AND CAKE, SPIDERMAN, ATSV, MARVEL, ORIGINAL, UNDERTALE, UTAU, LIMBUS COMPANY, BOCCHI THE ROCK, THE AMAZING DIGITAL CIRCUS, THE LEGEND OF ZELDA, TWISTED WONDERLAND, OMORI, FNAF, HARVEST MOON, POCKET MIRROR, VALORANT",Salty Eggs,D-28ab,CF17,,https://www.instagram.com/vania_melodyta/?hl=en,https://twitter.com/VMelodyta,,,RE
426,TRIGUN,"GENSHIN, HONKAI STAR RAIL, JJBA, BLACK BUTLER, VTUBER, RESIDENT EVIL, OMNISCIENT READER, MONONOKE, DEVIL MAY CRY, MOOMIN, TINTIN",100% ORGANIK,D-35ab,CF17,,,,,,RE
431,SLAM DUNK,"KAMEN RIDER GEATS, AVATARO SENTAI DONBROTHERS, OHSAMA SENTAI KINGOHGER, FINAL FANTASY XIV, FINAL FANTASY XVI, BANG DREAM, CHAINSAW MAN, THE SANDMAN, NEW JEANS, JUJUTSU KAISEN, FUJII KAZE, SPIDER-MAN, CATS, ORIGINALS",GITUGITUSURU,D-38ab,CF17,,https://instagram.com/gitugitusuru,,,,RE
435,TOKYO REVENGERS,"SPIDERVERSE, CYBERPUNK, CHAINSAW MAN, YU YU HAKUSHO, FIRE FORCE, BTS, SEVENTEEN",evortni,D-42ab,CF17,,https://www.instagram.com/lupicut/,,,,RE
438,VTUBER,"RESIDENT EVIL,SPLATOON,STAR WARS, MOON KNIGHT,SPIDERVERSE,TRIGUN",2wink,D-45a (SAT),CF17,,https://instagram.com/chuupie5?igshid=OGQ5ZDc2ODk2ZA==,https://twitter.com/chuupie5?t=ldVcwDz8ETqzX97bjElw_Q&s=8,,,RE
443,BOCCHI THE ROCK,"DANMEI, OMNISCIENT READER'S VIEWPOINT, NU CARNIVAL, BLUE ARCHIVE, GENSHIN IMPACT, HONKAI STAR RAIL, ZUTOMAYO, EVANGELION, ML, POKEMON, GUDETAMA, BLUE LOCK, HONEYWORKS, SKIP AND LOAFER, K-ON",Bekhachi,D-46ab (SUN),CF17,,,https://twitter.com/Kuronichi285,,,RE
445,BOCCHI THE ROCK!,"FRIEREN, DUNGEON MESHI, NEEDY STREAMER OVERLOAD",Loner's Psychedelic,D-47b,CF17,https://www.facebook.com/Funayrinpa,https://www.instagram.com/funayfunayy/,https://twitter.com/funayfunay,,,RE
448,LOVE LIVE,"BANG DREAM, GENSHIN IMPACT, POKEMON, HOLOLIVE, HONKAI STAR RAIL",Artelier,D-49a,CF17,https://www.facebook.com/arteliercircle,https://www.instagram.com/nanoringo_/,https://twitter.com/nanoringo_/status/1731514466167361854,,,RE
449,LOVE LIVE,"CARDCAPTOR SAKURA, PRECURE, OJYA MAJO DOREMI, SHUGO CHARA, BANG DREAM, PROJECT SEKAI",Shoujo Corner,D-49b,CF17,,,twitter.com/Yua_Lumi,,,RE
459,SCP FOUNDATION,"LEGO MONKIE KID, STARDEW VALLEY, THE MAGNUS ARCHIVES, CAMP HERE AND THERE, CHAINSAW MAN",Rame-Rame Dikubur,D-55b (SUN),CF17,,,,,,RE
460,HOLOLIVE,"BLUE ARCHIVE, GENSHIN IMPACT, TEARS OF THEMIS, YAKUZA, MONSTER HUNTER, TACTICAL, HONKAI STAR RAIL, NIJISANJI, VTUBER, SHIGURE UI",Atelier Karrakon,D-56ab,CF17,https://www.facebook.com/AtelierKarraKon,https://instagram.com/AtelierKarrarin,https://twitter.com/AtelierKarrarin,,,RE
467,R18,"ORIGINALS, CHAINSAWMAN, MY DRESS-UP DARLING, JUJUTSU KAISEN, HUNTER X HUNTER, TOKYO REVENGERS, SPYXFAMILY, HOLOLIVE, VTUBER, FGO, GENSHIN IMPACT, TOMBOYS",Jualan Demi Modal Gacha X SamaLilia,E-02ab/E-03ab,CF17,https://www.facebook.com/JDMGCircle,https://www.instagram.com/hiromasajun,https://twitter.com/JDMGCircle,,,RE
469,VTUBER,"NIJISANJI ID, YAKUZA, SPIDERMAN, PLAVE, GENSHIN, OMNICENT READER VIEWPOINT, TRASH OF COUNT FAMILY, MOB 100",PT. Bangun Terus QC,E-04ab (SUN),CF17,,,https://twitter.com/din_brand,,,RE
470,HOLOLIVE,"VTUBER, ARKNIGHTS, KIMETSU NO YAIBA, AIKATSU, OSHI NO KO, 100 KANOJO, REVERSE 1999, BLUE ARCHIEVE",Michi Merch,E-04b (SAT),CF17,https://www.facebook.com/MichiMerch23/,https://www.instagram.com/michimerch_01/,https://x.com/MichiMerch_?t=BoSGa4TM1jX8pYdKN9X3jQ&s=09,https://www.tokopedia.com/michimerch,,RE
486,VTUBER,"GENSHIN, JOJO BIZZARE ADVENTURE, WITCH HAT ATELIER, SKIP TO LOAFER, OSHI NO KO, TEARS OF THEMIS, PARADOX LIVE, TONDEMO SKILL",Qolourful Concepts,E-12b,CF17,https://web.facebook.com/profile.php?id=18345918956,https://www.instagram.com/therikulen/,https://twitter.com/TheRikulen,,,RE
492,VTUBER,"CONTENT CREATOR, VIRTUAL YOUTUBER, VALORANT, MADELTA, RAVEANNE, RISOTTO GAMBINO, ASAKURA SUCCUBUS, NANAMI AERITHIA",Vtuber Bukan?,E-16ab,CF17,https://www.facebook.com/MadeltaChannel,https://www.instagram.com/madeltangapung/,https://twitter.com/madeltangapung,,,RE
501,"VTUBER, VALORANT","ORIGINAL CHARACTER, CHANSAWMAN, SPY X FAMILY, ADVENTURE TIME, DEMON SLAYER, GENSHIN",ocongcong,E-24b,CF17,,https://instagram.com/_ocongcong_,https://twitter.com/_ocongcong_,,,RE
502,NIJISANJI,"HONKAI STAR RAIL, NIJISANJI EN, GENSHIN IMPACT, PERSONA, THE OWL HOUSE, PROMARE",Bolu Gosong,E-25ab,CF17,,https://instagram.com/bolugosongg?igshid=OGQ5ZDc2ODk2ZA==,,,,RE
508,VTUBER,"ORIGINALS, HSR, ARKNIGHTS, PERSONA, GENSHIN IMPACT, VTUBER, FRIEREN",Adventuru Club,E-30ab,CF17,https://www.facebook.com/groups/merch.goods.ind/posts/1865222303894325/?locale=id_ID,https://www.instagram.com/konnyapon,https://twitter.com/konnyapon,,,RE
518,VIRTUAL YOUTUBER,"ARKNIGHTS, GENSHIN, HONKAI STAR RAIL, HOLOLIVE, HOLOSTARS, BLUE ARCHIVE, CHAINSAWMAN, PATH TO NOWHERE, PROJECT SEKAI, TOUHOU, VWP, GUNDAM WITCH FROM MERCURY, KIMETSU NO YAIBA.",Wedank UwU,E-37ab,CF17,https://www.facebook.com/WedankUwu/,https://www.instagram.com/wedankuwu/,https://twitter.com/Wedank_UwU,,,RE
522,VARIOUS FANDOM,"VTUBER, FIRE EMBLEM, ORIGINAL, GENSHIN, VANITAS, LIMBUS",Terima Kos Janda x tsumetaku sakusaku,E-40ab,CF17,https://www.facebook.com/naru.rinya,https://www.instagram.com/yuuichinnn_/,https://twitter.com/AribaMikage,,,RE
533,ARKNIGHT,"GENSHIN IMPACT, CAT MEMES, COOKIE RUN KINGDOM. RECORD OF RAGNAROK",NovaNovase's,E-45a,CF17,,https://www.instagram.com/nova_novase/,https://twitter.com/NovaNovase,,,RE
